"","title","author","year","publication_title","abstract","doi","url","source","preregister","type_of_control","publication_type","study_num","mean_age","setting","country","intervention_type","prejudice_type","intervention_approach","intervention_length","intervention_span","light_touch","open_data","condition_name","control_name","outcome_type","measure_name","scale_direction","time_measurement","delay","n_treatment","n_treatment_clusters","n_control","n_control_clusters","effect_type","test_statistic","effect_direction","adjusted","sd_control","result_page","heterogenous","provide_all_stats","synergy","personalization","policy_attitude_measure","unique_paper_id"
"1202","Intergroup contact in computer-mediated communication: The interplay of a stereotype-disconfirming behavior and a lasting group identity on reducing prejudiced perceptions","Alvidrez, Salvador, Pineiro-Naval, Valeriano, Marcos-Ramos, Maria, Rojas-Solis, Jose Luis","2015.0","Computers in Human Behavior","The present study investigated the impact of online intergroup contact on prejudiced and stereotyped perceptions toward an outgroup. Informed by research on contact in computer-mediated communica- tion, a model of contact in which individual outgroup members displayed a stereotype-disconfirming (vs confirming) behavior in virtual teams made up of ingroup members was tested. Moreover, this hypothesized model of contact was examined across two visual conditions of group identification: one in which a pre-existing ethnic category (i.e, lasting membership) was made salient, and one without sali- ent group identities. Results showed that when participants were conscious of their lasting identities, the enacted disconfirming behavior reduced prejudiced perceptions by the mediation of perceived attraction towards the individual outgroup member. Conversely, stereotyped perceptions were not affected by this behavior. These findings suggest that the generalization of the contact effect in CMC is more likely to occur in attitudinal variables than in cognitive ones, and as long as participants are aware of intergroup memberships when participating in short online interactions.","10.1016/j.chb.2014.09.007","https://www.sciencedirect.com/science/article/pii/S0747563214004465","articles+","0.0","2.0","1.0","-","20","4","Spain","1","1, 2","8","1:00","1 day","0","0","disconfirming stereotype","confirming stereotype","3, 9","typicality","-1.0","1.0","0.0","52.0","-","52.0","-","dim","-0.6","1.0","0.0","1.24","537.0","0.0","1.0","1.0","0.0","0.0",285
"1203","When Arabs and Jews Watch TV Together: The Joint Effect of the Content and Context of Communication on Reducing Prejudice","Tal -Or, Nurit', 'Tsfati, Yariv","2016.0","Journal of Communication","While previous research has examined the effect of the content and context of communication on the communication experience and effect, this study explored their interactive effect with an eye to reducing stereotypes and prejudice. In an experiment, Israeli Jews watched a movie about the Israeli -Palestinian conflict that was edited to be either pro -Palestinian or pro -Israeli in the company of either a Jew or an Arab confederate coviewer. We then measured their attitudes toward Arabs. We found an effect of both movie type and the coviewer's ethnicity on stereotypes as well as an interactive effect of these variables, mediated by the identification of the participants with the Arab protagonist.","10.1111/jcom.12242","https://onlinelibrary.wiley.com/doi/abs/10.1111/jcom.12242', 'http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&xri:pqil:res_ver=0.2&res_id=xri:ilcs-us&rft_id=xri:ilcs:rec:abell:R05504506","articles+","0.0","2.0","1.0","-","25","4","Israel","1","1","5","0:20","1 day","0","0","Pro-Palestinian film","irrelevant film","3","Stereotypes about Arabs","1.0","1.0","0.0","81.66666667","-","81.66666667","-","dim","0.28","1.0","0.0","0.89","657.0","0.0","1.0","1.0","0.0","0.0",286
"1204","When Arabs and Jews Watch TV Together: The Joint Effect of the Content and Context of Communication on Reducing Prejudice","Tal -Or, Nurit', 'Tsfati, Yariv","2016.0","Journal of Communication","While previous research has examined the effect of the content and context of communication on the communication experience and effect, this study explored their interactive effect with an eye to reducing stereotypes and prejudice. In an experiment, Israeli Jews watched a movie about the Israeli -Palestinian conflict that was edited to be either pro -Palestinian or pro -Israeli in the company of either a Jew or an Arab confederate coviewer. We then measured their attitudes toward Arabs. We found an effect of both movie type and the coviewer's ethnicity on stereotypes as well as an interactive effect of these variables, mediated by the identification of the participants with the Arab protagonist.","10.1111/jcom.12243","https://onlinelibrary.wiley.com/doi/abs/10.1111/jcom.12242', 'http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&xri:pqil:res_ver=0.2&res_id=xri:ilcs-us&rft_id=xri:ilcs:rec:abell:R05504507","articles+","0.0","2.0","1.0","-","25","4","Israel","1","1","4","0:20","1 day","0","0","Arab coviewing
","no coviewer","3","Stereotypes about Arabs","1.0","1.0","0.0","81.66666667","-","81.66666667","-","dim
","0.06","1.0","0.0","1.06","657.0","0.0","1.0","1.0","0.0","0.0",286
"1205","Transgender prejudice reduction and opinions on transgender rights: Results from a mediation analysis on experimental data","Flores, Andrew, Haider-Markel,  Donald, Lewis, Daniel, Miller, Patrick, Tadlock, Barry, Taylor, Jami","2018.0","Research & Politics","Fears, phobias, and dislikes about minorities should be strong determinants of whether Americans support policies protecting such minorities. Studies suggest that discussions and information about transgender people can reduce transphobia. However, these studies also indicate that experimental treatments do not necessarily affect individual attitudes on policies concerning transgender rights. Scholars contend that durably reducing prejudice should increase public support for minority rights. In this study, we examine this causal mechanism utilizing an experiment. We find that reducing transphobia is a reliable mechanism to increase public support for transgender rights. These results are robust to causal identification assumptions, suggesting that this mechanism provides a clear avenue for stigmatized groups to increase public support of rights for those groups.","10.1177/2053168018764945","https://journals.sagepub.com/doi/full/10.1177/2053168018764945', 'https://www.openaire.eu/search/publication?articleId=doajarticles::282e4fd2c0ff204a6b1889f272bb412e', 'https://doaj.org/article/8468d3d45f3b43f9a9aec7413aa4c928","articles+","0.0","2.0","1.0","-","-","9","US","3","9","14 (pure information)","0:05","1 day","1","1","no image + information
","control information","3","Genderism and Transphobia Scale","1.0","1.0","0.0","525.5","-","525.5","-","d","0.19","1.0","1.0","1.0","5.0","0.0","1.0","1.0","0.0","1.0",287
"1206","Outgroup helping as a tool to communicate ingroup warmth","van Leeuwen, Ester, Tauber, Susanne","2012.0","Personality and Social Psychology Bulletin","The authors extend previous research on the effects of metastereotype activation on outgroup helping by examining in more detail the role of group impression management motives and by studying direct helping (i.e., helping the outgroup believed to hold a negative view of the ingroup). Data from three experiments provided full support for the communicative nature of direct outgroup helping by demonstrating that outgroup helping in response to a negative metastereotype was predicted by participants' concern for the image of their ingroup, but not by their self-image concerns. Moreover, group image concerns predicted outgroup helping but not ingroup helping and predicted outgroup helping only when a negative metastereotype was activated, compared with a positive metastereotype, or a (negative or positive) autostereotype. The results also ruled out an alternative explanation in terms of denying the self-relevance of the metastereotype.","10.1177/0146167211436253","https://www.narcis.nl/publication/RecordID/oai:repository.ubn.ru.nl:2066%2F108938', 'https://journals.sagepub.com/doi/full/10.1177/0146167211436253', 'https://www.ncbi.nlm.nih.gov/pubmed/22399362', 'https://search.proquest.com/docview/1013756805","articles+","0.0","2.0","1.0","1.0","20","4","Netherlands","1","2","6","0:05","1 day","1","0","Metastereotype","control","8","Willingness to help","1.0","1.0","0.0","20.0","-","20.0","-","dim","0.93","1.0","0.0","1.16","774.0","0.0","1.0","0.0","1.0","0.0",288
"1207","Outgroup helping as a tool to communicate ingroup warmth","van Leeuwen, Ester, Tauber, Susanne","2012.0","Personality and Social Psychology Bulletin","The authors extend previous research on the effects of metastereotype activation on outgroup helping by examining in more detail the role of group impression management motives and by studying direct helping (i.e., helping the outgroup believed to hold a negative view of the ingroup). Data from three experiments provided full support for the communicative nature of direct outgroup helping by demonstrating that outgroup helping in response to a negative metastereotype was predicted by participants' concern for the image of their ingroup, but not by their self-image concerns. Moreover, group image concerns predicted outgroup helping but not ingroup helping and predicted outgroup helping only when a negative metastereotype was activated, compared with a positive metastereotype, or a (negative or positive) autostereotype. The results also ruled out an alternative explanation in terms of denying the self-relevance of the metastereotype.","10.1177/0146167211436255","https://www.narcis.nl/publication/RecordID/oai:repository.ubn.ru.nl:2066%2F108938', 'https://journals.sagepub.com/doi/full/10.1177/0146167211436253', 'https://www.ncbi.nlm.nih.gov/pubmed/22399362', 'https://search.proquest.com/docview/1013756807","articles+","0.0","2.0","1.0","2.0","21","4","Netherlands","1","12 (regional)","6","0:05","1 day","1","0","Metastereotype outgroup","control ingroup","8","Willingness to volunteer","1.0","1.0","0.0","20.75","-","20.75","-","d_i_p","-0.25","-1.0","0.0","0.4702127178","776.0","0.0","1.0","0.0","1.0","0.0",288
"1208","Outgroup helping as a tool to communicate ingroup warmth","van Leeuwen, Ester, Tauber, Susanne","2012.0","Personality and Social Psychology Bulletin","The authors extend previous research on the effects of metastereotype activation on outgroup helping by examining in more detail the role of group impression management motives and by studying direct helping (i.e., helping the outgroup believed to hold a negative view of the ingroup). Data from three experiments provided full support for the communicative nature of direct outgroup helping by demonstrating that outgroup helping in response to a negative metastereotype was predicted by participants' concern for the image of their ingroup, but not by their self-image concerns. Moreover, group image concerns predicted outgroup helping but not ingroup helping and predicted outgroup helping only when a negative metastereotype was activated, compared with a positive metastereotype, or a (negative or positive) autostereotype. The results also ruled out an alternative explanation in terms of denying the self-relevance of the metastereotype.","10.1177/0146167211436255","https://www.narcis.nl/publication/RecordID/oai:repository.ubn.ru.nl:2066%2F108938', 'https://journals.sagepub.com/doi/full/10.1177/0146167211436253', 'https://www.ncbi.nlm.nih.gov/pubmed/22399362', 'https://search.proquest.com/docview/1013756807","articles+","0.0","2.0","1.0","2.0","21","4","Netherlands","1","12 (regional)","6","0:05","1 day","1","0","Metastereotype","control","8","Willingness to volunteer","1.0","1.0","0.0","41.5","-","41.5","-","d_i_p","-0.25","-1.0","0.0","0.4974937186","776.0","0.0","1.0","0.0","1.0","0.0",288
"1209","Can (elaborated) imagined contact interventions reduce prejudice among those higher in intergroup disgust sensitivity (ITG‐DS)?","Hodson, Gordon, Dube, Blaire, Choma, Becky","2015.0","Journal of Applied Social Psychology","Intergroup disgust sensitivity ( ITG‐DS ) reflects an affect‐laden revulsion toward out‐groups. Previous attempts to weaken its prediction of prejudice have failed. Given that clinical approaches to disgust sensitivity successfully utilize mental imagery, we consider contact simulation interventions. Participants were randomly assigned to control, standard imagined contact, or an elaborated contact condition (elaborated imagined contact [ EIC ]; detailed imagination involving physical contact with a homeless person, with relaxation instructions). Both contact conditions (vs. control) significantly weakened the link between ITG‐DS and prejudice, yet only EIC weakened the relation between ITG‐DS and out‐group trust. Mediated moderation analysis confirmed that EIC significantly attenuated the link between ITG‐DS and prejudice through increasing trust. Clinically relevant treatments are thus valuable in severing the association between (a) ITG‐DS and (b) lower out‐group trust and greater out‐group prejudice.","10.1111/jasp.12281","https://onlinelibrary.wiley.com/doi/abs/10.1111/jasp.12281', 'https://search.proquest.com/docview/1660887487","articles+","0.0","2.0","1.0","-","19.63","4","Canada","1","12 (homeless)","5","0:01","1 day","0","0","Imagined contact","outdoor control
","3, 9","trust","1.0","1.0","0.0","23.0","-","20.0","-","dim","0.34","1.0","0.0","0.95","125, 1","0.0","1.0","0.0","1.0","0.0",289
"1210","Can (elaborated) imagined contact interventions reduce prejudice among those higher in intergroup disgust sensitivity (ITG‐DS)?","Hodson, Gordon, Dube, Blaire, Choma, Becky","2015.0","Journal of Applied Social Psychology","Intergroup disgust sensitivity ( ITG‐DS ) reflects an affect‐laden revulsion toward out‐groups. Previous attempts to weaken its prediction of prejudice have failed. Given that clinical approaches to disgust sensitivity successfully utilize mental imagery, we consider contact simulation interventions. Participants were randomly assigned to control, standard imagined contact, or an elaborated contact condition (elaborated imagined contact [ EIC ]; detailed imagination involving physical contact with a homeless person, with relaxation instructions). Both contact conditions (vs. control) significantly weakened the link between ITG‐DS and prejudice, yet only EIC weakened the relation between ITG‐DS and out‐group trust. Mediated moderation analysis confirmed that EIC significantly attenuated the link between ITG‐DS and prejudice through increasing trust. Clinically relevant treatments are thus valuable in severing the association between (a) ITG‐DS and (b) lower out‐group trust and greater out‐group prejudice.","10.1111/jasp.12282","https://onlinelibrary.wiley.com/doi/abs/10.1111/jasp.12281', 'https://search.proquest.com/docview/1660887488","articles+","0.0","2.0","1.0","-","19.63","4","Canada","1","12 (homeless)","5","0:01","1 day","0","0","Imagined contact","outdoor control
","6","anxiety
","-1.0","1.0","0.0","23.0","-","20.0","-","dim","-0.31","1.0","0.0","0.95","125, 1","0.0","1.0","0.0","1.0","0.0",289
"1211","Can (elaborated) imagined contact interventions reduce prejudice among those higher in intergroup disgust sensitivity (ITG‐DS)?","Hodson, Gordon, Dube, Blaire, Choma, Becky","2015.0","Journal of Applied Social Psychology","Intergroup disgust sensitivity ( ITG‐DS ) reflects an affect‐laden revulsion toward out‐groups. Previous attempts to weaken its prediction of prejudice have failed. Given that clinical approaches to disgust sensitivity successfully utilize mental imagery, we consider contact simulation interventions. Participants were randomly assigned to control, standard imagined contact, or an elaborated contact condition (elaborated imagined contact [ EIC ]; detailed imagination involving physical contact with a homeless person, with relaxation instructions). Both contact conditions (vs. control) significantly weakened the link between ITG‐DS and prejudice, yet only EIC weakened the relation between ITG‐DS and out‐group trust. Mediated moderation analysis confirmed that EIC significantly attenuated the link between ITG‐DS and prejudice through increasing trust. Clinically relevant treatments are thus valuable in severing the association between (a) ITG‐DS and (b) lower out‐group trust and greater out‐group prejudice.","10.1111/jasp.12283","https://onlinelibrary.wiley.com/doi/abs/10.1111/jasp.12281', 'https://search.proquest.com/docview/1660887489","articles+","0.0","2.0","1.0","-","19.63","4","Canada","1","12 (homeless)","5","0:01","1 day","0","0","Imagined contact","outdoor control
","3","feeling thermometer","1.0","1.0","0.0","23.0","-","20.0","-","dim","11.99","1.0","0.0","17.88","125, 1","0.0","1.0","0.0","1.0","0.0",289
"1212","Can (elaborated) imagined contact interventions reduce prejudice among those higher in intergroup disgust sensitivity (ITG‐DS)?","Hodson, Gordon, Dube, Blaire, Choma, Becky","2015.0","Journal of Applied Social Psychology","Intergroup disgust sensitivity ( ITG‐DS ) reflects an affect‐laden revulsion toward out‐groups. Previous attempts to weaken its prediction of prejudice have failed. Given that clinical approaches to disgust sensitivity successfully utilize mental imagery, we consider contact simulation interventions. Participants were randomly assigned to control, standard imagined contact, or an elaborated contact condition (elaborated imagined contact [ EIC ]; detailed imagination involving physical contact with a homeless person, with relaxation instructions). Both contact conditions (vs. control) significantly weakened the link between ITG‐DS and prejudice, yet only EIC weakened the relation between ITG‐DS and out‐group trust. Mediated moderation analysis confirmed that EIC significantly attenuated the link between ITG‐DS and prejudice through increasing trust. Clinically relevant treatments are thus valuable in severing the association between (a) ITG‐DS and (b) lower out‐group trust and greater out‐group prejudice.","10.1111/jasp.12284","https://onlinelibrary.wiley.com/doi/abs/10.1111/jasp.12281', 'https://search.proquest.com/docview/1660887490","articles+","0.0","2.0","1.0","-","19.63","4","Canada","1","12 (homeless)","5","0:02","1 day","0","0","Elaborated imagined contact","outdoor control
","3, 9","trust","1.0","1.0","0.0","21.0","-","20.0","-","dim","0.15","1.0","0.0","0.95","125, 1","0.0","1.0","0.0","1.0","0.0",289
"1213","Can (elaborated) imagined contact interventions reduce prejudice among those higher in intergroup disgust sensitivity (ITG‐DS)?","Hodson, Gordon, Dube, Blaire, Choma, Becky","2015.0","Journal of Applied Social Psychology","Intergroup disgust sensitivity ( ITG‐DS ) reflects an affect‐laden revulsion toward out‐groups. Previous attempts to weaken its prediction of prejudice have failed. Given that clinical approaches to disgust sensitivity successfully utilize mental imagery, we consider contact simulation interventions. Participants were randomly assigned to control, standard imagined contact, or an elaborated contact condition (elaborated imagined contact [ EIC ]; detailed imagination involving physical contact with a homeless person, with relaxation instructions). Both contact conditions (vs. control) significantly weakened the link between ITG‐DS and prejudice, yet only EIC weakened the relation between ITG‐DS and out‐group trust. Mediated moderation analysis confirmed that EIC significantly attenuated the link between ITG‐DS and prejudice through increasing trust. Clinically relevant treatments are thus valuable in severing the association between (a) ITG‐DS and (b) lower out‐group trust and greater out‐group prejudice.","10.1111/jasp.12285","https://onlinelibrary.wiley.com/doi/abs/10.1111/jasp.12281', 'https://search.proquest.com/docview/1660887491","articles+","0.0","2.0","1.0","-","19.63","4","Canada","1","12 (homeless)","5","0:02","1 day","0","0","Elaborated imagined contact","outdoor control
","6","anxiety
","-1.0","1.0","0.0","21.0","-","20.0","-","dim","-0.29","1.0","0.0","0.95","125, 1","0.0","1.0","0.0","1.0","0.0",289
"1214","Can (elaborated) imagined contact interventions reduce prejudice among those higher in intergroup disgust sensitivity (ITG‐DS)?","Hodson, Gordon, Dube, Blaire, Choma, Becky","2015.0","Journal of Applied Social Psychology","Intergroup disgust sensitivity ( ITG‐DS ) reflects an affect‐laden revulsion toward out‐groups. Previous attempts to weaken its prediction of prejudice have failed. Given that clinical approaches to disgust sensitivity successfully utilize mental imagery, we consider contact simulation interventions. Participants were randomly assigned to control, standard imagined contact, or an elaborated contact condition (elaborated imagined contact [ EIC ]; detailed imagination involving physical contact with a homeless person, with relaxation instructions). Both contact conditions (vs. control) significantly weakened the link between ITG‐DS and prejudice, yet only EIC weakened the relation between ITG‐DS and out‐group trust. Mediated moderation analysis confirmed that EIC significantly attenuated the link between ITG‐DS and prejudice through increasing trust. Clinically relevant treatments are thus valuable in severing the association between (a) ITG‐DS and (b) lower out‐group trust and greater out‐group prejudice.","10.1111/jasp.12286","https://onlinelibrary.wiley.com/doi/abs/10.1111/jasp.12281', 'https://search.proquest.com/docview/1660887492","articles+","0.0","2.0","1.0","-","19.63","4","Canada","1","12 (homeless)","5","0:02","1 day","0","0","Elaborated imagined contact","outdoor control
","3","feeling thermometer","1.0","1.0","0.0","21.0","-","20.0","-","dim","8.91","1.0","0.0","17.88","125, 1","0.0","1.0","0.0","1.0","0.0",289
"1215","Reducing intergroup bias: When contact is instrumental for achieving group goals","Lamoreaux, Marika J","2008.0",NA,"[""Sherif (1958) hypothesized that competition between groups increases intergroup bias, cooperation decreases bias, and that cooperation's beneficial effects will be maximized when groups work together toward superordinate goals (i.e., goals which cannot be achieved without both group's contributions). The purpose of this dissertation is to test whether bias decreases when intergroup cooperation improves the probability of goal achievement (i.e., is instrumental) and increases bias when intergroup cooperation reduces the probability of goal achievement (i.e., is dysfunctional). Three studies investigated and supported this hypothesis. The first study used real world data from groups with a pre-existing history of conflict. The first study used Catholic and Protestant university students in Northern Ireland and assessed their perceptions of the instrumentality of intergroup relations and their feelings of warmth and forgiveness toward the religious outgroup. The second study established causality as well as distinguished instrumentality from the mutual intergroup differentiation model in a laboratory context. To establish causality the second study directly manipulated perceptions of instrumentality by explaining to participants that because of their respectively different thinking styles it would be instrumental or dysfunctional to work with another group. In a control condition no information was offered about instrumentality. To distinguish instrumentality from the mutual intergroup differentiation model, which emphasizes the importance that groups maintain distinctive identities during interactions, the second study also manipulated participants' abilities to differentiate the in- from the out-group. Although bias was lowest under instrumental conditions, bias actually increased when the groups were more clearly differentiated from each other during the cooperative interaction. The third study established factors that influence instrumentality and distinguished instrumentality from reinforcement. To assess factors that influence instrumentality, the third study manipulated the relative skill of the ingroup (high or low) and how the two groups' contributions would be combined (adding or averaging). When the intergroup performance was calculated by adding all participants' scores, working together was instrumental for each group. However, when the performance was calculated by averaging each person's contribution to derive the intergroup score, cooperation was dysfunctional (they would have preferred to work separately) for the highly skilled group as they could achieve a higher score working alone. The results revealed that intergroup bias was lower when cooperation was instrumental than when it was dysfunctional. To distinguish instrumentality from a reinforcement perspective, I assessed how much the instrumental conditions produced positive affect (which was assumed to be a proxy for reinforcement) and then assessed whether instrumentality had unique effects on bias controlling for reinforcement. Although there was no main effect of instrumentality on positive affect, instrumentality no longer related to intergroup bias when positive affect was statistically controlled. However, when controlling for positive affect there is a reliable negative relationship between perceived instrumentality and bias. Therefore, whether the effects of instrumentality on intergroup bias are completely independent of reinforcement is equivocal at this time.""]",NA,"https://search.proquest.com/docview/275780913","articles+","0.0","3.0","2.0","2.0","20","4","US","1","10","8","1:00","1 day","0","0","instrumentality","neutral","3","Attitudes toward the outgroup","1.0","1.0","0.0","86.66666667","-","86.66666667","-","dim","-0.02","-1.0","0.0","0.1350925609","41, 7","1.0","1.0","1.0","0.0","0.0",290
"1216","Reducing intergroup bias: When contact is instrumental for achieving group goals","Lamoreaux, Marika J","2008.0",NA,"[""Sherif (1958) hypothesized that competition between groups increases intergroup bias, cooperation decreases bias, and that cooperation's beneficial effects will be maximized when groups work together toward superordinate goals (i.e., goals which cannot be achieved without both group's contributions). The purpose of this dissertation is to test whether bias decreases when intergroup cooperation improves the probability of goal achievement (i.e., is instrumental) and increases bias when intergroup cooperation reduces the probability of goal achievement (i.e., is dysfunctional). Three studies investigated and supported this hypothesis. The first study used real world data from groups with a pre-existing history of conflict. The first study used Catholic and Protestant university students in Northern Ireland and assessed their perceptions of the instrumentality of intergroup relations and their feelings of warmth and forgiveness toward the religious outgroup. The second study established causality as well as distinguished instrumentality from the mutual intergroup differentiation model in a laboratory context. To establish causality the second study directly manipulated perceptions of instrumentality by explaining to participants that because of their respectively different thinking styles it would be instrumental or dysfunctional to work with another group. In a control condition no information was offered about instrumentality. To distinguish instrumentality from the mutual intergroup differentiation model, which emphasizes the importance that groups maintain distinctive identities during interactions, the second study also manipulated participants' abilities to differentiate the in- from the out-group. Although bias was lowest under instrumental conditions, bias actually increased when the groups were more clearly differentiated from each other during the cooperative interaction. The third study established factors that influence instrumentality and distinguished instrumentality from reinforcement. To assess factors that influence instrumentality, the third study manipulated the relative skill of the ingroup (high or low) and how the two groups' contributions would be combined (adding or averaging). When the intergroup performance was calculated by adding all participants' scores, working together was instrumental for each group. However, when the performance was calculated by averaging each person's contribution to derive the intergroup score, cooperation was dysfunctional (they would have preferred to work separately) for the highly skilled group as they could achieve a higher score working alone. The results revealed that intergroup bias was lower when cooperation was instrumental than when it was dysfunctional. To distinguish instrumentality from a reinforcement perspective, I assessed how much the instrumental conditions produced positive affect (which was assumed to be a proxy for reinforcement) and then assessed whether instrumentality had unique effects on bias controlling for reinforcement. Although there was no main effect of instrumentality on positive affect, instrumentality no longer related to intergroup bias when positive affect was statistically controlled. However, when controlling for positive affect there is a reliable negative relationship between perceived instrumentality and bias. Therefore, whether the effects of instrumentality on intergroup bias are completely independent of reinforcement is equivocal at this time.""]",NA,"https://search.proquest.com/docview/275780913","articles+","0.0","3.0","2.0","2.0","20","4","US","1","10","8","1:00","1 day","0","0","instrumentality","neutral","3","bias","-1.0","1.0","0.0","86.66666667","-","86.66666667","-","dim","-0.24","1.0","0.0","0.14","41, 7","1.0","1.0","1.0","0.0","0.0",290
"1217","Increasing outgroup trust, reducing infrahumanization, and enhancing future contact intentions via imagined intergroup contact","Vezzali, Loris', Capozza, Dora', 'Stathi, Sofia', 'Giovannini, Dino'","2012.0","Journal of Experimental Social Psychology","The present study was designed to test whether imagined intergroup contact (Crisp & Turner, 2009) affects attributions of human emotions to outgroup members and positive behavioral intentions toward the outgroup via increased outgroup trust. Italian fourth-graders took part in a three-week intervention, where they were asked to imagine meeting an unknown immigrant child in various social settings. One week after the last session, they were administered the dependent measures. Results revealed an indirect effect of imagined contact on both behavioral intentions and attributions of uniquely human emotions to outgroup members via outgroup trust. The theoretical and practical implications are discussed, and an integration of the imagined contact and infrahumanization literature is suggested.","10.1016/j.jesp.2011.09.008","https://www.sciencedirect.com/science/article/pii/S0022103111002381","articles+","0.0","3.0","1.0","-","9.41","2","Italy","1","3","5","1:30","3 weeks","0","0","Imagined contact","no contact","3, 9","Outgroup trust","1.0","2.0","1 week","17.0","-","17.0","-","dim","1.71","1.0","0.0","1.24","439, 1","0.0","1.0","0.0","0.0","0.0",291
"1218","Increasing outgroup trust, reducing infrahumanization, and enhancing future contact intentions via imagined intergroup contact","Vezzali, Loris', Capozza, Dora', 'Stathi, Sofia', 'Giovannini, Dino'","2012.0","Journal of Experimental Social Psychology","The present study was designed to test whether imagined intergroup contact (Crisp & Turner, 2009) affects attributions of human emotions to outgroup members and positive behavioral intentions toward the outgroup via increased outgroup trust. Italian fourth-graders took part in a three-week intervention, where they were asked to imagine meeting an unknown immigrant child in various social settings. One week after the last session, they were administered the dependent measures. Results revealed an indirect effect of imagined contact on both behavioral intentions and attributions of uniquely human emotions to outgroup members via outgroup trust. The theoretical and practical implications are discussed, and an integration of the imagined contact and infrahumanization literature is suggested.","10.1016/j.jesp.2011.09.009","https://www.sciencedirect.com/science/article/pii/S0022103111002382","articles+","0.0","3.0","1.0","-","9.41","2","Italy","1","3","5","1:30","3 weeks","0","0","Imagined contact","no contact","8","Behavioral intentions toward outgroup","1.0","2.0","1 week","17.0","-","17.0","-","dim","0.88","1.0","0.0","0.83","439, 1","0.0","1.0","0.0","0.0","0.0",291
"1219","Increasing outgroup trust, reducing infrahumanization, and enhancing future contact intentions via imagined intergroup contact","Vezzali, Loris', Capozza, Dora', 'Stathi, Sofia', 'Giovannini, Dino'","2012.0","Journal of Experimental Social Psychology","The present study was designed to test whether imagined intergroup contact (Crisp & Turner, 2009) affects attributions of human emotions to outgroup members and positive behavioral intentions toward the outgroup via increased outgroup trust. Italian fourth-graders took part in a three-week intervention, where they were asked to imagine meeting an unknown immigrant child in various social settings. One week after the last session, they were administered the dependent measures. Results revealed an indirect effect of imagined contact on both behavioral intentions and attributions of uniquely human emotions to outgroup members via outgroup trust. The theoretical and practical implications are discussed, and an integration of the imagined contact and infrahumanization literature is suggested.","10.1016/j.jesp.2011.09.010","https://www.sciencedirect.com/science/article/pii/S0022103111002383","articles+","0.0","3.0","1.0","-","9.41","2","Italy","1","3","5","1:30","3 weeks","0","0","Imagined contact","no contact","6","Outgroup non-uniquely human emotion","1.0","2.0","1 week","17.0","-","17.0","-","dim","0.12","1.0","0.0","0.55","439, 1","0.0","1.0","0.0","0.0","0.0",291
"1220","Increasing outgroup trust, reducing infrahumanization, and enhancing future contact intentions via imagined intergroup contact","Vezzali, Loris', Capozza, Dora', 'Stathi, Sofia', 'Giovannini, Dino'","2012.0","Journal of Experimental Social Psychology","The present study was designed to test whether imagined intergroup contact (Crisp & Turner, 2009) affects attributions of human emotions to outgroup members and positive behavioral intentions toward the outgroup via increased outgroup trust. Italian fourth-graders took part in a three-week intervention, where they were asked to imagine meeting an unknown immigrant child in various social settings. One week after the last session, they were administered the dependent measures. Results revealed an indirect effect of imagined contact on both behavioral intentions and attributions of uniquely human emotions to outgroup members via outgroup trust. The theoretical and practical implications are discussed, and an integration of the imagined contact and infrahumanization literature is suggested.","10.1016/j.jesp.2011.09.011","https://www.sciencedirect.com/science/article/pii/S0022103111002384","articles+","0.0","3.0","1.0","-","9.41","2","Italy","1","3","5","1:30","3 weeks","0","0","Imagined contact","no contact","6","Outgroup uniquely human emotions","1.0","2.0","1 week","17.0","-","17.0","-","dim","0.21","1.0","0.0","0.61","439, 1","0.0","1.0","0.0","0.0","0.0",291
